Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,0,33,PTM-SEA,0,1,AGC,SGK,SGK,SGK1
PIK3C2A,0,33,PTM-SEA,0,1,NA,NA,NA,PIK3C2A
CHEK1,24.515805312309325,19,PTM-SEA,0.6779661016949152,3,CAMK,CAMKL,CHK1,CHEK1
AURKA,10.226336805575436,29,PTM-SEA,0.3559322033898305,2,OTHER,AUR,AUR,AURKA
RPS6KA5,7.805428873771259,30,PTM-SEA,0.3389830508474576,2,AGC,RSK,MSK,RPS6KA5
CHEK2,-3.3537043105817723,32,PTM-SEA,0.3050847457627119,2,CAMK,RAD53,RAD53,CHEK2
RAF1,32.13727089696539,16,PTM-SEA,0.7288135593220338,3,TKL,RAF,RAF,RAF1
PRKCB,68.21434983369687,2,PTM-SEA,0.9830508474576272,4,AGC,PKC,ALPHA,PRKCB
CDK1,54.46520053292099,8,PTM-SEA,0.8813559322033898,4,CMGC,CDK,CDC2,CDK1
ARAF,-14.052114985034843,24,PTM-SEA,0.4406779661016949,2,TKL,RAF,RAF,ARAF
PIM1,-14.140709540298566,23,PTM-SEA,0.4915254237288136,2,CAMK,PIM,PIM,PIM1
CDK4,60.12274517428594,7,PTM-SEA,0.8983050847457628,4,CMGC,CDK,CDK4,CDK4
SRC,0,33,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,-14.052114985034843,24,PTM-SEA,0.4406779661016949,2,TKL,RAF,RAF,BRAF
PRKCA,11.874784791999678,27,PTM-SEA,0.3898305084745763,2,AGC,PKC,ALPHA,PRKCA
PRKACA,-13.801531243037395,25,PTM-SEA,0.423728813559322,2,AGC,PKA,PKA,PRKACA
PRKACG,-14.140709540298566,23,PTM-SEA,0.4915254237288136,2,AGC,PKA,PKA,PRKACG
PRKACB,-14.140709540298566,23,PTM-SEA,0.4915254237288136,2,AGC,PKA,PKA,PRKACB
RPS6KB1,-67.43054769272838,3,PTM-SEA,0.9661016949152542,4,AGC,RSK,P70,RPS6KB1
CDK2,53.517418165816736,9,PTM-SEA,0.864406779661017,4,CMGC,CDK,CDC2,CDK2
MAPK3,22.00355189163715,20,PTM-SEA,0.6610169491525424,3,CMGC,MAPK,ERK1,MAPK3
MAPK1,30.396671296774063,18,PTM-SEA,0.6949152542372882,3,CMGC,MAPK,ERK1,MAPK1
AKT1,-60.50706003036097,6,PTM-SEA,0.9152542372881356,4,AGC,AKT,AKT,AKT1
AKT2,-16.03848585991992,22,PTM-SEA,0.6271186440677966,3,AGC,AKT,AKT,AKT2
MAP3K8,0,33,PTM-SEA,0,1,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PRKCI,-14.140709540298566,23,PTM-SEA,0.4915254237288136,2,AGC,PKC,IOTA,PRKCI
MTOR,0,33,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,0,33,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK8
MAPKAPK2,-52.46834130637958,10,PTM-SEA,0.847457627118644,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
CDK9,35.90571428571429,14,PTM-SEA,0.7627118644067796,4,CMGC,CDK,CDK9,CDK9
RPS6KA3,-20.76838332487357,21,PTM-SEA,0.6440677966101694,3,AGC,RSK,RSK,RPS6KA3
NEK2,0,33,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
PRKAA2,-61.969982457216204,5,PTM-SEA,0.9322033898305084,4,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,0,33,PTM-SEA,0,1,CMGC,CK2,CK2,CSNK2A1
AURKB,13.361457784197082,26,PTM-SEA,0.4067796610169492,2,OTHER,AUR,AUR,AURKB
CDK3,0,33,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,35.90571428571429,14,PTM-SEA,0.7627118644067796,4,CMGC,CDK,CDK4,CDK6
CDK5,69.67234071637017,1,PTM-SEA,1,4,CMGC,CDK,CDK5,CDK5
PRKCE,-14.140709540298566,23,PTM-SEA,0.4915254237288136,2,AGC,PKC,ETA,PRKCE
PRKCQ,10.655536497524013,28,PTM-SEA,0.3728813559322034,2,AGC,PKC,DELTA,PRKCQ
PRKCZ,0,33,PTM-SEA,0,1,AGC,PKC,IOTA,PRKCZ
PRKCD,0,33,PTM-SEA,0,1,AGC,PKC,DELTA,PRKCD
PRKAA1,-50.507423816257095,11,PTM-SEA,0.8305084745762712,4,CAMK,CAMKL,AMPK,PRKAA1
PAK1,30.693013603961333,17,PTM-SEA,0.711864406779661,3,STE,STE20,PAKA,PAK1
PRKG2,-66.22402136240764,4,PTM-SEA,0.9491525423728814,4,AGC,PKG,PKG,PRKG2
ROCK1,0,33,PTM-SEA,0,1,AGC,DMPK,ROCK,ROCK1
ATR,0,33,PTM-SEA,0,1,ATYPICAL,PIKK,ATR,ATR
PRKG1,-41.75589124326251,13,PTM-SEA,0.7966101694915254,4,AGC,PKG,PKG,PRKG1
PRKD1,-14.140709540298566,23,PTM-SEA,0.4915254237288136,2,CAMK,PKD,PKD,PRKD1
RPS6KA2,-33.50977573268376,15,PTM-SEA,0.7457627118644068,3,AGC,RSK,RSK,RPS6KA2
RPS6KA1,-48.20590502719987,12,PTM-SEA,0.8135593220338984,4,AGC,RSK,RSK,RPS6KA1
PKN1,6.743053057546648,31,PTM-SEA,0.3220338983050847,2,AGC,PKN,PKN,PKN1
MAPK14,0,33,PTM-SEA,0,1,CMGC,MAPK,P38,MAPK14
PIM3,-14.140709540298566,23,PTM-SEA,0.4915254237288136,2,CAMK,PIM,PIM,PIM3
BRSK2,0,33,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK2
BRSK1,0,33,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK1
PLK3,0,33,PTM-SEA,0,1,OTHER,PLK,PLK2,PLK3
NEK6,0,33,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,-14.140709540298566,23,PTM-SEA,0.4915254237288136,2,CAMK,PIM,PIM,PIM2
AKT3,-14.052114985034843,24,PTM-SEA,0.4406779661016949,2,AGC,AKT,AKT,AKT3
AAK1,298,262,KEA3,0.09714285714285714,1,OTHER,NAK,BIKE,AAK1
ABL1,32,15,KEA3,0.9571428571428572,4,TK,ABL,ABL,ABL1
ABL2,110.33333333333333,104,KEA3,0.6342857142857142,3,TK,ABL,ABL,ABL2
ACVR1,73,52,KEA3,0.8171428571428572,4,TKL,STKR,TYPE1,ACVR1
ACVR1B,132.5,134,KEA3,0.5285714285714286,3,TKL,STKR,TYPE1,ACVR1B
ACVR2B,213,206,KEA3,0.26285714285714284,2,TKL,STKR,TYPE2,ACVR2B
AKT1,36.333333333333336,21,KEA3,0.9371428571428572,4,AGC,AKT,AKT,AKT1
AKT2,33,16,KEA3,0.9514285714285714,4,AGC,AKT,AKT,AKT2
AKT3,150,155,KEA3,0.45714285714285713,2,AGC,AKT,AKT,AKT3
ALK,35.5,20,KEA3,0.94,4,TK,ALK,ALK,ALK
ARAF,108.5,100,KEA3,0.6457142857142857,3,TKL,RAF,RAF,ARAF
ATM,115,110,KEA3,0.6114285714285714,3,ATYPICAL,PIKK,ATM,ATM
ATR,88,72,KEA3,0.7542857142857143,4,ATYPICAL,PIKK,ATR,ATR
AURKA,24.666666666666668,10,KEA3,0.9714285714285714,4,OTHER,AUR,AUR,AURKA
AURKB,72.66666666666667,51,KEA3,0.8228571428571428,4,OTHER,AUR,AUR,AURKB
AURKC,185.5,189,KEA3,0.32571428571428573,2,OTHER,AUR,AUR,AURKC
AXL,198,199,KEA3,0.2885714285714286,2,TK,AXL,AXL,AXL
BLK,257.5,234,KEA3,0.17714285714285713,1,TK,SRC,SRCB,BLK
BMP2K,325,284,KEA3,0.03428571428571429,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,136.5,138,KEA3,0.5142857142857142,3,TKL,STKR,TYPE1,BMPR1A
BMPR1B,108,99,KEA3,0.6485714285714286,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,169,173,KEA3,0.38857142857142857,2,TKL,STKR,TYPE2,BMPR2
BMX,137.33333333333334,140,KEA3,0.5057142857142857,3,TK,TEC,TEC,BMX
BRAF,29,14,KEA3,0.96,4,TKL,RAF,RAF,BRAF
BRSK1,126.33333333333334,128,KEA3,0.5514285714285714,3,CAMK,CAMKL,BRSK,BRSK1
BRSK2,304,268,KEA3,0.08,1,CAMK,CAMKL,BRSK,BRSK2
BTK,84.66666666666667,66,KEA3,0.7742857142857142,4,TK,TEC,TEC,BTK
BUB1,166,170,KEA3,0.4,2,OTHER,BUB,BUB,BUB1
CAMK1,178.33333333333334,182,KEA3,0.35428571428571426,2,CAMK,CAMK1,CAMK1,CAMK1
CAMK1D,243,224,KEA3,0.2057142857142857,1,CAMK,CAMK1,CAMK1,CAMK1D
CAMK2A,50.333333333333336,29,KEA3,0.9114285714285715,4,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2B,182.5,187,KEA3,0.3342857142857143,2,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2D,88,72,KEA3,0.7542857142857143,4,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2G,90,74,KEA3,0.7428571428571429,3,CAMK,CAMK2,CAMK2,CAMK2G
CAMK4,87.33333333333333,71,KEA3,0.76,4,CAMK,CAMK1,CAMK1,CAMK4
CAMKK1,137.33333333333334,140,KEA3,0.5057142857142857,3,OTHER,CAMKK,META,CAMKK1
CAMKK2,171,176,KEA3,0.3742857142857143,2,OTHER,CAMKK,META,CAMKK2
CDC42BPA,280,248,KEA3,0.13714285714285715,1,AGC,DMPK,GEK,CDC42BPA
CDC7,194.5,197,KEA3,0.29714285714285715,2,OTHER,CDC7,CDC7,CDC7
CDK1,23,8,KEA3,0.98,4,CMGC,CDK,CDC2,CDK1
CDK11A,332,289,KEA3,0.02,1,CMGC,CDK,CDK11,CDK11A
CDK11A,332,289,KEA3,0.02,1,NA,NA,NA,CDK11A
CDK12,316,278,KEA3,0.05142857142857143,1,CMGC,CDK,CRK7,CDK12
