Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,0,33,PTM-SEA,0,1,AGC,SGK,SGK,SGK1
PIK3C2A,0,33,PTM-SEA,0,1,NA,NA,NA,PIK3C2A
CHEK1,-56.41562621450619,5,PTM-SEA,0.9322033898305084,4,CAMK,CAMKL,CHK1,CHEK1
AURKA,-52.00631341060867,7,PTM-SEA,0.8983050847457628,4,OTHER,AUR,AUR,AURKA
RPS6KA5,-20.510813528568967,21,PTM-SEA,0.6440677966101694,3,AGC,RSK,MSK,RPS6KA5
CHEK2,-68.22145170207767,3,PTM-SEA,0.9661016949152542,4,CAMK,RAD53,RAD53,CHEK2
RAF1,31.186589051460206,13,PTM-SEA,0.7966101694915254,4,TKL,RAF,RAF,RAF1
PRKCB,-45.98437341874915,8,PTM-SEA,0.8813559322033898,4,AGC,PKC,ALPHA,PRKCB
CDK1,-11.962680517445115,24,PTM-SEA,0.4745762711864407,2,CMGC,CDK,CDC2,CDK1
ARAF,3.533519058357861,30,PTM-SEA,0.3389830508474576,2,TKL,RAF,RAF,ARAF
PIM1,12.869018626654174,23,PTM-SEA,0.4915254237288136,2,CAMK,PIM,PIM,PIM1
CDK4,-31.517582552853597,12,PTM-SEA,0.8135593220338984,4,CMGC,CDK,CDK4,CDK4
SRC,0,33,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,3.533519058357861,30,PTM-SEA,0.3389830508474576,2,TKL,RAF,RAF,BRAF
PRKCA,11.357209066207147,26,PTM-SEA,0.4406779661016949,2,AGC,PKC,ALPHA,PRKCA
PRKACA,11.064772345560751,27,PTM-SEA,0.423728813559322,2,AGC,PKA,PKA,PRKACA
PRKACG,12.869018626654174,23,PTM-SEA,0.4915254237288136,2,AGC,PKA,PKA,PRKACG
PRKACB,12.869018626654174,23,PTM-SEA,0.4915254237288136,2,AGC,PKA,PKA,PRKACB
RPS6KB1,7.107821606405273,28,PTM-SEA,0.4067796610169492,2,AGC,RSK,P70,RPS6KB1
CDK2,-33.69380061069608,10,PTM-SEA,0.847457627118644,4,CMGC,CDK,CDC2,CDK2
MAPK3,20.665528342476197,20,PTM-SEA,0.6610169491525424,3,CMGC,MAPK,ERK1,MAPK3
MAPK1,18.929462477128645,22,PTM-SEA,0.6271186440677966,3,CMGC,MAPK,ERK1,MAPK1
AKT1,-5.855645104186476,29,PTM-SEA,0.3898305084745763,2,AGC,AKT,AKT,AKT1
AKT2,-21.71249772027296,19,PTM-SEA,0.6779661016949152,3,AGC,AKT,AKT,AKT2
MAP3K8,0,33,PTM-SEA,0,1,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PRKCI,12.869018626654174,23,PTM-SEA,0.4915254237288136,2,AGC,PKC,IOTA,PRKCI
MTOR,0,33,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,0,33,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK8
MAPKAPK2,-75.4187533169322,1,PTM-SEA,1,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
CDK9,-23.768571428571427,18,PTM-SEA,0.6949152542372882,3,CMGC,CDK,CDK9,CDK9
RPS6KA3,-41.12870163701742,9,PTM-SEA,0.864406779661017,4,AGC,RSK,RSK,RPS6KA3
NEK2,0,33,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
PRKAA2,27.896488036727654,14,PTM-SEA,0.7796610169491526,4,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,0,33,PTM-SEA,0,1,CMGC,CK2,CK2,CSNK2A1
AURKB,24.007978709076916,17,PTM-SEA,0.7288135593220338,3,OTHER,AUR,AUR,AURKB
CDK3,0,33,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,-23.768571428571427,18,PTM-SEA,0.6949152542372882,3,CMGC,CDK,CDK4,CDK6
CDK5,27.382841135953335,15,PTM-SEA,0.7627118644067796,4,CMGC,CDK,CDK5,CDK5
PRKCE,12.869018626654174,23,PTM-SEA,0.4915254237288136,2,AGC,PKC,ETA,PRKCE
PRKCQ,-25.675775204624333,16,PTM-SEA,0.7457627118644068,3,AGC,PKC,DELTA,PRKCQ
PRKCZ,0,33,PTM-SEA,0,1,AGC,PKC,IOTA,PRKCZ
PRKCD,0,33,PTM-SEA,0,1,AGC,PKC,DELTA,PRKCD
PRKAA1,-11.385329091141303,25,PTM-SEA,0.4576271186440678,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,32.64312430031235,11,PTM-SEA,0.8305084745762712,4,STE,STE20,PAKA,PAK1
PRKG2,-70.7990745057973,2,PTM-SEA,0.9830508474576272,4,AGC,PKG,PKG,PRKG2
ROCK1,0,33,PTM-SEA,0,1,AGC,DMPK,ROCK,ROCK1
ATR,0,33,PTM-SEA,0,1,ATYPICAL,PIKK,ATR,ATR
PRKG1,0.43362908629048147,32,PTM-SEA,0.3050847457627119,2,AGC,PKG,PKG,PRKG1
PRKD1,12.869018626654174,23,PTM-SEA,0.4915254237288136,2,CAMK,PKD,PKD,PRKD1
RPS6KA2,61.2405284400842,4,PTM-SEA,0.9491525423728814,4,AGC,RSK,RSK,RPS6KA2
RPS6KA1,-2.3600177829011293,31,PTM-SEA,0.3220338983050847,2,AGC,RSK,RSK,RPS6KA1
PKN1,-56.106314665614775,6,PTM-SEA,0.9152542372881356,4,AGC,PKN,PKN,PKN1
MAPK14,0,33,PTM-SEA,0,1,CMGC,MAPK,P38,MAPK14
PIM3,12.869018626654174,23,PTM-SEA,0.4915254237288136,2,CAMK,PIM,PIM,PIM3
BRSK2,0,33,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK2
BRSK1,0,33,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK1
PLK3,0,33,PTM-SEA,0,1,OTHER,PLK,PLK2,PLK3
NEK6,0,33,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,12.869018626654174,23,PTM-SEA,0.4915254237288136,2,CAMK,PIM,PIM,PIM2
AKT3,3.533519058357861,30,PTM-SEA,0.3389830508474576,2,AGC,AKT,AKT,AKT3
AAK1,300,267,KEA3,0.09142857142857143,1,OTHER,NAK,BIKE,AAK1
ABL1,54,32,KEA3,0.9028571428571428,4,TK,ABL,ABL,ABL1
ABL2,130,133,KEA3,0.54,3,TK,ABL,ABL,ABL2
ACVR1,88.5,80,KEA3,0.7371428571428571,3,TKL,STKR,TYPE1,ACVR1
ACVR1B,126.5,127,KEA3,0.5657142857142857,3,TKL,STKR,TYPE1,ACVR1B
ACVR2B,212,211,KEA3,0.2714285714285714,2,TKL,STKR,TYPE2,ACVR2B
AKT1,49,29,KEA3,0.9114285714285715,4,AGC,AKT,AKT,AKT1
AKT2,94,88,KEA3,0.7085714285714285,3,AGC,AKT,AKT,AKT2
AKT3,16,5,KEA3,0.9885714285714285,4,AGC,AKT,AKT,AKT3
ALK,57,36,KEA3,0.8828571428571429,4,TK,ALK,ALK,ALK
ARAF,119,119,KEA3,0.5942857142857143,3,TKL,RAF,RAF,ARAF
ATM,121,120,KEA3,0.5885714285714285,3,ATYPICAL,PIKK,ATM,ATM
ATR,94.33333333333333,89,KEA3,0.7057142857142857,3,ATYPICAL,PIKK,ATR,ATR
AURKA,33,17,KEA3,0.9514285714285714,4,OTHER,AUR,AUR,AURKA
AURKB,47.33333333333333,25,KEA3,0.9285714285714286,4,OTHER,AUR,AUR,AURKB
AURKC,185,187,KEA3,0.3485714285714286,2,OTHER,AUR,AUR,AURKC
AXL,202.5,207,KEA3,0.2857142857142857,2,TK,AXL,AXL,AXL
BLK,257.5,237,KEA3,0.17714285714285713,1,TK,SRC,SRCB,BLK
BMP2K,327,289,KEA3,0.02857142857142857,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,171.5,176,KEA3,0.38857142857142857,2,TKL,STKR,TYPE1,BMPR1A
BMPR1B,116,114,KEA3,0.6171428571428571,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,203,208,KEA3,0.28285714285714286,2,TKL,STKR,TYPE2,BMPR2
BMX,147.33333333333334,150,KEA3,0.47714285714285715,2,TK,TEC,TEC,BMX
BRAF,25.5,11,KEA3,0.9685714285714285,4,TKL,RAF,RAF,BRAF
BRSK1,224.66666666666666,219,KEA3,0.24285714285714285,1,CAMK,CAMKL,BRSK,BRSK1
BRSK2,305,272,KEA3,0.07714285714285714,1,CAMK,CAMKL,BRSK,BRSK2
BTK,66.66666666666667,50,KEA3,0.8342857142857143,4,TK,TEC,TEC,BTK
BUB1,171.5,176,KEA3,0.38857142857142857,2,OTHER,BUB,BUB,BUB1
CAMK1,176.66666666666666,180,KEA3,0.37142857142857144,2,CAMK,CAMK1,CAMK1,CAMK1
CAMK1D,244,228,KEA3,0.2057142857142857,1,CAMK,CAMK1,CAMK1,CAMK1D
CAMK2A,65,49,KEA3,0.8371428571428572,4,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2B,182.5,185,KEA3,0.35428571428571426,2,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2D,91.33333333333333,85,KEA3,0.7228571428571429,3,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2G,83,73,KEA3,0.76,4,CAMK,CAMK2,CAMK2,CAMK2G
CAMK4,83.33333333333333,74,KEA3,0.7571428571428571,4,CAMK,CAMK1,CAMK1,CAMK4
CAMKK1,141,145,KEA3,0.49142857142857144,2,OTHER,CAMKK,META,CAMKK1
CAMKK2,133,137,KEA3,0.52,3,OTHER,CAMKK,META,CAMKK2
CDC42BPA,283,254,KEA3,0.12857142857142856,1,AGC,DMPK,GEK,CDC42BPA
CDC7,198.5,205,KEA3,0.2914285714285714,2,OTHER,CDC7,CDC7,CDC7
CDK1,22,10,KEA3,0.9742857142857143,4,CMGC,CDK,CDC2,CDK1
CDK11A,333,293,KEA3,0.017142857142857144,1,CMGC,CDK,CDK11,CDK11A
CDK11A,333,293,KEA3,0.017142857142857144,1,NA,NA,NA,CDK11A
CDK12,316,281,KEA3,0.05142857142857143,1,CMGC,CDK,CRK7,CDK12
