Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
PTK2,0,20,PTM-SEA,0,1,TK,FAK,FAK,PTK2
MAP2K7,0,20,PTM-SEA,0,1,STE,STE7,MEK7,MAP2K7
JAK2,20.612611325376307,14,PTM-SEA,0.6,3,TK,JAKA,JAKA,JAK2
MAP3K6,0,20,PTM-SEA,0,1,STE,STE11,ASK,MAP3K6
ABL1,4.936776511608581,19,PTM-SEA,0.45714285714285713,2,TK,ABL,ABL,ABL1
EGFR,24.29820596314273,12,PTM-SEA,0.6571428571428571,3,TK,EGFR,EGFR,EGFR
INSR,25.694007420536657,9,PTM-SEA,0.7714285714285715,4,TK,INSR,INSR,INSR
LCK,-40.86553499990716,2,PTM-SEA,0.9714285714285714,4,TK,SRC,SRCB,LCK
FYN,-35.26977628186643,5,PTM-SEA,0.8857142857142857,4,TK,SRC,SRCA,FYN
LYN,28.754203828457538,6,PTM-SEA,0.8571428571428571,4,TK,SRC,SRCB,LYN
RET,8.04932327045935,18,PTM-SEA,0.4857142857142857,2,TK,RET,RET,RET
IGF1R,0,20,PTM-SEA,0,1,TK,INSR,INSR,IGF1R
MET,0,20,PTM-SEA,0,1,TK,MET,MET,MET
HCK,25.030619686925714,10,PTM-SEA,0.7142857142857143,3,TK,SRC,SRCB,HCK
PDGFRB,-26.04225552684732,8,PTM-SEA,0.8,4,TK,PDGFR,PDGFR,PDGFRB
SRC,24.526121522068507,11,PTM-SEA,0.6857142857142857,3,TK,SRC,SRCA,SRC
FLT1,0,20,PTM-SEA,0,1,TK,VEGFR,VEGFR,FLT1
JAK1,-26.5850167371885,7,PTM-SEA,0.8285714285714286,4,TK,JAKA,JAKA,JAK1
TYK2,0,20,PTM-SEA,0,1,TK,JAKA,JAKA,TYK2
KDR,38.69121682639925,4,PTM-SEA,0.9142857142857143,4,TK,VEGFR,VEGFR,KDR
MAP2K2,0,20,PTM-SEA,0,1,STE,STE7,MEK1,MAP2K2
CSK,41.802666883795084,1,PTM-SEA,1,4,TK,CSK,CSK,CSK
MATK,0,20,PTM-SEA,0,1,TK,CSK,CSK,MATK
ZAP70,25.030619686925714,10,PTM-SEA,0.7142857142857143,3,TK,SYK,SYK,ZAP70
SYK,19.195615646293973,16,PTM-SEA,0.5428571428571428,3,TK,SYK,SYK,SYK
MAP2K4,38.898943456218774,3,PTM-SEA,0.9428571428571428,4,STE,STE7,MEK4,MAP2K4
MAP2K3,0,20,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K3
MAP2K6,0,20,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K6
EPHA4,0,20,PTM-SEA,0,1,TK,EPH,EPH,EPHA4
MAP2K1,-19.355697925459086,15,PTM-SEA,0.5714285714285714,3,STE,STE7,MEK1,MAP2K1
ITK,-21.912658378023494,13,PTM-SEA,0.6285714285714286,3,TK,TEC,TEC,ITK
DYRK1A,0,20,PTM-SEA,0,1,CMGC,DYRK,DYRK1,DYRK1A
PTK6,15.59007971897962,17,PTM-SEA,0.5142857142857142,3,TK,SRC,SRM,PTK6
ERBB4,0,20,PTM-SEA,0,1,TK,EGFR,EGFR,ERBB4
MAP3K5,0,20,PTM-SEA,0,1,STE,STE11,ASK,MAP3K5
ALK,0,20,PTM-SEA,0,1,TK,ALK,ALK,ALK
AAK1,284,264,KEA3,0.09142857142857143,1,OTHER,NAK,BIKE,AAK1
ABL1,36.333333333333336,25,KEA3,0.9228571428571428,4,TK,ABL,ABL,ABL1
ABL2,97.66666666666667,94,KEA3,0.68,3,TK,ABL,ABL,ABL2
ACVR1,159,165,KEA3,0.4228571428571429,2,TKL,STKR,TYPE1,ACVR1
ACVR1B,214,212,KEA3,0.26,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,26,15,KEA3,0.9514285714285714,4,TKL,STKR,TYPE2,ACVR2B
AKT1,62.33333333333333,44,KEA3,0.8628571428571429,4,AGC,AKT,AKT,AKT1
AKT2,99.66666666666667,97,KEA3,0.6714285714285714,3,AGC,AKT,AKT,AKT2
AKT3,227,220,KEA3,0.23142857142857143,1,AGC,AKT,AKT,AKT3
ALK,23.5,13,KEA3,0.96,4,TK,ALK,ALK,ALK
ARAF,45,30,KEA3,0.9085714285714286,4,TKL,RAF,RAF,ARAF
ATM,125,131,KEA3,0.5542857142857143,3,ATYPICAL,PIKK,ATM,ATM
ATR,118,121,KEA3,0.5914285714285714,3,ATYPICAL,PIKK,ATR,ATR
